Timestamp,CUSIP,Bid,Ask
2023-12-24 20:11:30.747,912810TW8,100-172,100-176
2023-12-24 20:11:30.754,912810TW8,100-173,100-177
2023-12-24 20:11:30.772,912810TW8,100-175,100-177
2023-12-24 20:11:30.774,912810TW8,100-176,100-180
2023-12-24 20:11:30.793,912810TW8,100-177,100-181
2023-12-24 20:11:30.811,912810TW8,100-180,100-182
2023-12-24 20:11:30.818,912810TW8,100-181,100-183
2023-12-24 20:11:30.822,912810TW8,100-182,100-184
2023-12-24 20:11:30.834,912810TW8,100-182,100-186
2023-12-24 20:11:30.854,912810TW8,100-183,100-187
2023-12-24 20:11:30.872,912810TW8,100-185,100-187
2023-12-24 20:11:30.876,912810TW8,100-185,100-191
2023-12-24 20:11:30.884,912810TW8,100-187,100-191
2023-12-24 20:11:30.901,912810TW8,100-190,100-192
2023-12-24 20:11:30.921,912810TW8,100-191,100-193
2023-12-24 20:11:30.923,912810TW8,100-191,100-195
2023-12-24 20:11:30.932,912810TW8,100-193,100-195
2023-12-24 20:11:30.938,912810TW8,100-193,100-197
2023-12-24 20:11:30.943,912810TW8,100-194,100-200
2023-12-24 20:11:30.947,912810TW8,100-196,100-200
2023-12-24 20:11:30.956,912810TW8,100-196,100-202
2023-12-24 20:11:30.960,912810TW8,100-197,100-203
2023-12-24 20:11:30.964,912810TW8,100-200,100-204
2023-12-24 20:11:30.967,912810TW8,100-201,100-205
2023-12-24 20:11:30.977,912810TW8,100-203,100-205
2023-12-24 20:11:30.995,912810TW8,100-203,100-207
2023-12-24 20:11:30.999,912810TW8,100-205,100-207
2023-12-24 20:11:31.017,912810TW8,100-205,100-211
2023-12-24 20:11:31.027,912810TW8,100-207,100-211
2023-12-24 20:11:31.034,912810TW8,100-207,100-213
2023-12-24 20:11:31.037,912810TW8,100-211,100-213
2023-12-24 20:11:31.047,912810TW8,100-212,100-214
2023-12-24 20:11:31.057,912810TW8,100-212,100-216
2023-12-24 20:11:31.073,912810TW8,100-213,100-217
2023-12-24 20:11:31.093,912810TW8,100-215,100-217
2023-12-24 20:11:31.105,912810TW8,100-216,100-220
2023-12-24 20:11:31.106,912810TW8,100-216,100-222
2023-12-24 20:11:31.121,912810TW8,100-220,100-222
2023-12-24 20:11:31.122,912810TW8,100-220,100-224
2023-12-24 20:11:31.126,912810TW8,100-221,100-225
2023-12-24 20:11:31.127,912810TW8,100-223,100-225
2023-12-24 20:11:31.136,912810TW8,100-224,100-226
2023-12-24 20:11:31.152,912810TW8,100-225,100-227
2023-12-24 20:11:31.166,912810TW8,100-225,100-231
2023-12-24 20:11:31.178,912810TW8,100-226,100-232
2023-12-24 20:11:31.195,912810TW8,100-230,100-232
2023-12-24 20:11:31.214,912810TW8,100-231,100-233
2023-12-24 20:11:31.221,912810TW8,100-231,100-235
2023-12-24 20:11:31.233,912810TW8,100-232,100-236
2023-12-24 20:11:31.248,912810TW8,100-233,100-237
2023-12-24 20:11:31.262,912810TW8,100-235,100-237
2023-12-24 20:11:31.275,912810TW8,100-235,100-241
2023-12-24 20:11:31.280,912810TW8,100-237,100-241
2023-12-24 20:11:31.281,912810TW8,100-240,100-242
2023-12-24 20:11:31.287,912810TW8,100-240,100-244
2023-12-24 20:11:31.294,912810TW8,100-241,100-245
2023-12-24 20:11:31.308,912810TW8,100-242,100-246
2023-12-24 20:11:31.315,912810TW8,100-244,100-246
2023-12-24 20:11:31.323,912810TW8,100-245,100-247
2023-12-24 20:11:31.341,912810TW8,100-246,100-250
2023-12-24 20:11:31.347,912810TW8,100-247,100-251
2023-12-24 20:11:31.349,912810TW8,100-250,100-252
2023-12-24 20:11:31.360,912810TW8,100-251,100-253
2023-12-24 20:11:31.362,912810TW8,100-251,100-255
2023-12-24 20:11:31.370,912810TW8,100-253,100-255
2023-12-24 20:11:31.375,912810TW8,100-253,100-257
2023-12-24 20:11:31.394,912810TW8,100-255,100-257
2023-12-24 20:11:31.414,912810TW8,100-256,100-260
2023-12-24 20:11:31.430,912810TW8,100-257,100-261
2023-12-24 20:11:31.442,912810TW8,100-260,100-262
2023-12-24 20:11:31.460,912810TW8,100-260,100-264
2023-12-24 20:11:31.478,912810TW8,100-261,100-265
2023-12-24 20:11:31.494,912810TW8,100-262,100-266
2023-12-24 20:11:31.503,912810TW8,100-263,100-267
2023-12-24 20:11:31.512,912810TW8,100-264,100-270
2023-12-24 20:11:31.516,912810TW8,100-265,100-271
2023-12-24 20:11:31.530,912810TW8,100-267,100-271
2023-12-24 20:11:31.536,912810TW8,100-270,100-272
2023-12-24 20:11:31.556,912810TW8,100-270,100-274
2023-12-24 20:11:31.576,912810TW8,100-271,100-275
2023-12-24 20:11:31.593,912810TW8,100-273,100-275
2023-12-24 20:11:31.601,912810TW8,100-274,100-276
2023-12-24 20:11:31.603,912810TW8,100-275,100-277
2023-12-24 20:11:31.615,912810TW8,100-276,100-280
2023-12-24 20:11:31.630,912810TW8,100-277,100-281
2023-12-24 20:11:31.643,912810TW8,100-280,100-282
2023-12-24 20:11:31.651,912810TW8,100-281,100-283
2023-12-24 20:11:31.654,912810TW8,100-281,100-285
2023-12-24 20:11:31.656,912810TW8,100-283,100-285
2023-12-24 20:11:31.665,912810TW8,100-283,100-287
2023-12-24 20:11:31.669,912810TW8,100-284,100-290
2023-12-24 20:11:31.670,912810TW8,100-285,100-291
2023-12-24 20:11:31.688,912810TW8,100-287,100-291
2023-12-24 20:11:31.703,912810TW8,100-287,100-293
2023-12-24 20:11:31.716,912810TW8,100-291,100-293
2023-12-24 20:11:31.732,912810TW8,100-291,100-295
2023-12-24 20:11:31.749,912810TW8,100-292,100-296
2023-12-24 20:11:31.769,912810TW8,100-294,100-296
2023-12-24 20:11:31.789,912810TW8,100-295,100-297
2023-12-24 20:11:31.793,912810TW8,100-296,100-300
2023-12-24 20:11:31.811,912810TW8,100-296,100-302
2023-12-24 20:11:31.826,912810TW8,100-297,100-303
2023-12-24 20:11:31.845,912810TW8,100-300,100-304
2023-12-24 20:11:31.865,912810TW8,100-302,100-304
2023-12-24 20:11:31.885,912810TW8,100-303,100-305
2023-12-24 20:11:31.895,912810TW8,100-303,100-307
2023-12-24 20:11:31.900,912810TW8,100-304,100-310
2023-12-24 20:11:31.919,912810TW8,100-306,100-310
2023-12-24 20:11:31.936,912810TW8,100-306,100-312
2023-12-24 20:11:31.946,912810TW8,100-310,100-312
2023-12-24 20:11:31.952,912810TW8,100-311,100-313
2023-12-24 20:11:31.965,912810TW8,100-311,100-315
2023-12-24 20:11:31.967,912810TW8,100-313,100-315
2023-12-24 20:11:31.972,912810TW8,100-314,100-316
2023-12-24 20:11:31.982,912810TW8,100-315,100-317
2023-12-24 20:11:31.984,912810TW8,100-315,101-001
2023-12-24 20:11:31.993,912810TW8,100-317,101-001
2023-12-24 20:11:32.013,912810TW8,100-315,101-001
2023-12-24 20:11:32.015,912810TW8,100-315,100-317
2023-12-24 20:11:32.034,912810TW8,100-314,100-316
2023-12-24 20:11:32.054,912810TW8,100-312,100-316
2023-12-24 20:11:32.061,912810TW8,100-312,100-314
2023-12-24 20:11:32.077,912810TW8,100-310,100-314
2023-12-24 20:11:32.092,912810TW8,100-310,100-312
2023-12-24 20:11:32.106,912810TW8,100-306,100-312
2023-12-24 20:11:32.109,912810TW8,100-306,100-310
2023-12-24 20:11:32.119,912810TW8,100-304,100-310
2023-12-24 20:11:32.125,912810TW8,100-303,100-307
2023-12-24 20:11:32.142,912810TW8,100-302,100-306
2023-12-24 20:11:32.160,912810TW8,100-301,100-305
2023-12-24 20:11:32.168,912810TW8,100-301,100-303
2023-12-24 20:11:32.172,912810TW8,100-300,100-302
2023-12-24 20:11:32.188,912810TW8,100-297,100-301
2023-12-24 20:11:32.207,912810TW8,100-295,100-301
2023-12-24 20:11:32.216,912810TW8,100-295,100-297
2023-12-24 20:11:32.235,912810TW8,100-293,100-297
2023-12-24 20:11:32.251,912810TW8,100-293,100-295
2023-12-24 20:11:32.255,912810TW8,100-291,100-295
2023-12-24 20:11:32.269,912810TW8,100-290,100-294
2023-12-24 20:11:32.280,912810TW8,100-290,100-292
2023-12-24 20:11:32.286,912810TW8,100-287,100-291
2023-12-24 20:11:32.300,912810TW8,100-286,100-290
2023-12-24 20:11:32.308,912810TW8,100-284,100-290
2023-12-24 20:11:32.316,912810TW8,100-283,100-287
2023-12-24 20:11:32.332,912810TW8,100-282,100-286
2023-12-24 20:11:32.344,912810TW8,100-282,100-284
2023-12-24 20:11:32.361,912810TW8,100-281,100-283
2023-12-24 20:11:32.363,912810TW8,100-277,100-283
2023-12-24 20:11:32.364,912810TW8,100-276,100-282
2023-12-24 20:11:32.383,912810TW8,100-276,100-280
2023-12-24 20:11:32.384,912810TW8,100-275,100-277
2023-12-24 20:11:32.397,912810TW8,100-273,100-277
2023-12-24 20:11:32.414,912810TW8,100-272,100-276
2023-12-24 20:11:32.417,912810TW8,100-272,100-274
2023-12-24 20:11:32.425,912810TW8,100-270,100-274
2023-12-24 20:11:32.439,912810TW8,100-267,100-273
2023-12-24 20:11:32.442,912810TW8,100-267,100-271
2023-12-24 20:11:32.461,912810TW8,100-265,100-271
2023-12-24 20:11:32.477,912810TW8,100-264,100-270
2023-12-24 20:11:32.496,912810TW8,100-264,100-266
2023-12-24 20:11:32.501,912810TW8,100-263,100-265
2023-12-24 20:11:32.505,912810TW8,100-261,100-265
2023-12-24 20:11:32.518,912810TW8,100-261,100-263
2023-12-24 20:11:32.520,912810TW8,100-257,100-263
2023-12-24 20:11:32.525,912810TW8,100-257,100-261
2023-12-24 20:11:32.543,912810TW8,100-255,100-261
2023-12-24 20:11:32.558,912810TW8,100-254,100-260
2023-12-24 20:11:32.574,912810TW8,100-253,100-257
2023-12-24 20:11:32.587,912810TW8,100-252,100-256
2023-12-24 20:11:32.590,912810TW8,100-251,100-255
2023-12-24 20:11:32.609,912810TW8,100-250,100-254
2023-12-24 20:11:32.615,912810TW8,100-247,100-253
2023-12-24 20:11:32.634,912810TW8,100-247,100-251
2023-12-24 20:11:32.638,912810TW8,100-245,100-251
2023-12-24 20:11:32.645,912810TW8,100-245,100-247
2023-12-24 20:11:32.646,912810TW8,100-244,100-246
2023-12-24 20:11:32.662,912810TW8,100-242,100-246
2023-12-24 20:11:32.677,912810TW8,100-242,100-244
2023-12-24 20:11:32.691,912810TW8,100-241,100-243
2023-12-24 20:11:32.697,912810TW8,100-237,100-243
2023-12-24 20:11:32.715,912810TW8,100-236,100-242
2023-12-24 20:11:32.732,912810TW8,100-235,100-241
2023-12-24 20:11:32.739,912810TW8,100-235,100-237
2023-12-24 20:11:32.751,912810TW8,100-234,100-236
2023-12-24 20:11:32.765,912810TW8,100-232,100-236
2023-12-24 20:11:32.775,912810TW8,100-232,100-234
2023-12-24 20:11:32.792,912810TW8,100-230,100-234
2023-12-24 20:11:32.809,912810TW8,100-230,100-232
2023-12-24 20:11:32.811,912810TW8,100-226,100-232
2023-12-24 20:11:32.831,912810TW8,100-225,100-231
2023-12-24 20:11:32.851,912810TW8,100-225,100-227
2023-12-24 20:11:32.854,912810TW8,100-223,100-227
2023-12-24 20:11:32.855,912810TW8,100-222,100-226
2023-12-24 20:11:32.868,912810TW8,100-222,100-224
2023-12-24 20:11:32.883,912810TW8,100-221,100-223
2023-12-24 20:11:32.897,912810TW8,100-217,100-223
2023-12-24 20:11:32.914,912810TW8,100-217,100-221
2023-12-24 20:11:32.920,912810TW8,100-215,100-221
2023-12-24 20:11:32.928,912810TW8,100-215,100-217
2023-12-24 20:11:32.930,912810TW8,100-214,100-216
2023-12-24 20:11:32.937,912810TW8,100-212,100-216
2023-12-24 20:11:32.948,912810TW8,100-211,100-215
2023-12-24 20:11:32.961,912810TW8,100-210,100-214
2023-12-24 20:11:32.963,912810TW8,100-210,100-212
2023-12-24 20:11:32.969,912810TW8,100-207,100-211
2023-12-24 20:11:32.976,912810TW8,100-205,100-211
2023-12-24 20:11:32.985,912810TW8,100-205,100-207
2023-12-24 20:11:32.994,912810TW8,100-204,100-206
2023-12-24 20:11:32.998,912810TW8,100-203,100-205
2023-12-24 20:11:33.018,912810TW8,100-202,100-204
2023-12-24 20:11:33.025,912810TW8,100-200,100-204
2023-12-24 20:11:33.033,912810TW8,100-200,100-202
2023-12-24 20:11:33.045,912810TW8,100-196,100-202
2023-12-24 20:11:33.065,912810TW8,100-195,100-201
2023-12-24 20:11:33.083,912810TW8,100-194,100-200
2023-12-24 20:11:33.103,912810TW8,100-193,100-197
2023-12-24 20:11:33.121,912810TW8,100-193,100-195
2023-12-24 20:11:33.127,912810TW8,100-192,100-194
2023-12-24 20:11:33.135,912810TW8,100-191,100-193
2023-12-24 20:11:33.151,912810TW8,100-190,100-192
2023-12-24 20:11:33.167,912810TW8,100-187,100-191
2023-12-24 20:11:33.176,912810TW8,100-185,100-191
2023-12-24 20:11:33.196,912810TW8,100-185,100-187
2023-12-24 20:11:33.214,912810TW8,100-183,100-187
2023-12-24 20:11:33.230,912810TW8,100-183,100-185
2023-12-24 20:11:33.247,912810TW8,100-181,100-185
2023-12-24 20:11:33.248,912810TW8,100-181,100-183
2023-12-24 20:11:33.256,912810TW8,100-180,100-182
2023-12-24 20:11:33.258,912810TW8,100-177,100-181
2023-12-24 20:11:33.267,912810TW8,100-176,100-180
2023-12-24 20:11:33.273,912810TW8,100-175,100-177
2023-12-24 20:11:33.292,912810TW8,100-174,100-176
2023-12-24 20:11:33.310,912810TW8,100-172,100-176
2023-12-24 20:11:33.321,912810TW8,100-172,100-174
2023-12-24 20:11:33.329,912810TW8,100-171,100-173
2023-12-24 20:11:33.345,912810TW8,100-167,100-173
2023-12-24 20:11:33.357,912810TW8,100-166,100-172
2023-12-24 20:11:33.365,912810TW8,100-166,100-170
2023-12-24 20:11:33.368,912810TW8,100-165,100-167
2023-12-24 20:11:33.372,912810TW8,100-164,100-166
2023-12-24 20:11:33.381,912810TW8,100-163,100-165
2023-12-24 20:11:33.397,912810TW8,100-161,100-165
2023-12-24 20:11:33.415,912810TW8,100-161,100-163
2023-12-24 20:11:33.431,912810TW8,100-160,100-162
2023-12-24 20:11:33.451,912810TW8,100-156,100-162
2023-12-24 20:11:33.470,912810TW8,100-155,100-161
2023-12-24 20:11:33.488,912810TW8,100-155,100-157
2023-12-24 20:11:33.491,912810TW8,100-153,100-157
2023-12-24 20:11:33.510,912810TW8,100-153,100-155
2023-12-24 20:11:33.515,912810TW8,100-152,100-154
2023-12-24 20:11:33.523,912810TW8,100-151,100-153
2023-12-24 20:11:33.530,912810TW8,100-147,100-153
2023-12-24 20:11:33.550,912810TW8,100-147,100-151
2023-12-24 20:11:33.556,912810TW8,100-145,100-151
2023-12-24 20:11:33.563,912810TW8,100-145,100-147
2023-12-24 20:11:33.576,912810TW8,100-143,100-147
2023-12-24 20:11:33.582,912810TW8,100-142,100-146
2023-12-24 20:11:33.602,912810TW8,100-142,100-144
2023-12-24 20:11:33.620,912810TW8,100-140,100-144
2023-12-24 20:11:33.630,912810TW8,100-137,100-143
2023-12-24 20:11:33.643,912810TW8,100-137,100-141
2023-12-24 20:11:33.645,912810TW8,100-136,100-140
2023-12-24 20:11:33.663,912810TW8,100-134,100-140
2023-12-24 20:11:33.675,912810TW8,100-134,100-136
2023-12-24 20:11:33.680,912810TW8,100-132,100-136
2023-12-24 20:11:33.695,912810TW8,100-131,100-135
2023-12-24 20:11:33.701,912810TW8,100-131,100-133
2023-12-24 20:11:33.713,912810TW8,100-127,100-133
2023-12-24 20:11:33.731,912810TW8,100-127,100-131
2023-12-24 20:11:33.738,912810TW8,100-125,100-131
2023-12-24 20:11:33.750,912810TW8,100-125,100-127
2023-12-24 20:11:33.769,912810TW8,100-124,100-126
2023-12-24 20:11:33.778,912810TW8,100-122,100-126
2023-12-24 20:11:33.783,912810TW8,100-121,100-125
2023-12-24 20:11:33.792,912810TW8,100-120,100-124
2023-12-24 20:11:33.810,912810TW8,100-117,100-123
2023-12-24 20:11:33.822,912810TW8,100-117,100-121
2023-12-24 20:11:33.831,912810TW8,100-115,100-121
2023-12-24 20:11:33.845,912810TW8,100-115,100-117
2023-12-24 20:11:33.856,912810TW8,100-114,100-116
2023-12-24 20:11:33.869,912810TW8,100-112,100-116
2023-12-24 20:11:33.870,912810TW8,100-111,100-115
2023-12-24 20:11:33.881,912810TW8,100-110,100-114
2023-12-24 20:11:33.884,912810TW8,100-110,100-112
2023-12-24 20:11:33.889,912810TW8,100-107,100-111
2023-12-24 20:11:33.901,912810TW8,100-106,100-110
2023-12-24 20:11:33.911,912810TW8,100-104,100-110
2023-12-24 20:11:33.916,912810TW8,100-103,100-107
2023-12-24 20:11:33.936,912810TW8,100-102,100-106
2023-12-24 20:11:33.937,912810TW8,100-101,100-105
2023-12-24 20:11:33.953,912810TW8,100-101,100-103
2023-12-24 20:11:33.968,912810TW8,100-097,100-103
2023-12-24 20:11:33.988,912810TW8,100-096,100-102
2023-12-24 20:11:33.989,912810TW8,100-096,100-100
2023-12-24 20:11:33.994,912810TW8,100-094,100-100
2023-12-24 20:11:34.014,912810TW8,100-094,100-096
2023-12-24 20:11:34.025,912810TW8,100-092,100-096
2023-12-24 20:11:34.036,912810TW8,100-092,100-094
2023-12-24 20:11:34.048,912810TW8,100-090,100-094
2023-12-24 20:11:34.051,912810TW8,100-090,100-092
2023-12-24 20:11:34.068,912810TW8,100-086,100-092
2023-12-24 20:11:34.074,912810TW8,100-086,100-090
2023-12-24 20:11:34.085,912810TW8,100-084,100-090
2023-12-24 20:11:34.088,912810TW8,100-084,100-086
2023-12-24 20:11:34.090,912810TW8,100-082,100-086
2023-12-24 20:11:34.099,912810TW8,100-081,100-085
2023-12-24 20:11:34.111,912810TW8,100-081,100-083
2023-12-24 20:11:34.124,912810TW8,100-077,100-083
2023-12-24 20:11:34.136,912810TW8,100-077,100-081
2023-12-24 20:11:34.153,912810TW8,100-076,100-080
2023-12-24 20:11:34.170,912810TW8,100-075,100-077
2023-12-24 20:11:34.178,912810TW8,100-073,100-077
2023-12-24 20:11:34.180,912810TW8,100-073,100-075
2023-12-24 20:11:34.181,912810TW8,100-072,100-074
2023-12-24 20:11:34.198,912810TW8,100-071,100-073
2023-12-24 20:11:34.214,912810TW8,100-067,100-073
2023-12-24 20:11:34.221,912810TW8,100-066,100-072
2023-12-24 20:11:34.222,912810TW8,100-066,100-070
2023-12-24 20:11:34.237,912810TW8,100-065,100-067
2023-12-24 20:11:34.255,912810TW8,100-063,100-067
2023-12-24 20:11:34.268,912810TW8,100-062,100-066
2023-12-24 20:11:34.270,912810TW8,100-062,100-064
2023-12-24 20:11:34.282,912810TW8,100-061,100-063
2023-12-24 20:11:34.300,912810TW8,100-057,100-063
2023-12-24 20:11:34.312,912810TW8,100-057,100-061
2023-12-24 20:11:34.318,912810TW8,100-056,100-060
2023-12-24 20:11:34.327,912810TW8,100-054,100-060
2023-12-24 20:11:34.331,912810TW8,100-054,100-056
2023-12-24 20:11:34.333,912810TW8,100-052,100-056
2023-12-24 20:11:34.347,912810TW8,100-052,100-054
2023-12-24 20:11:34.361,912810TW8,100-051,100-053
2023-12-24 20:11:34.377,912810TW8,100-050,100-052
2023-12-24 20:11:34.397,912810TW8,100-047,100-051
2023-12-24 20:11:34.405,912810TW8,100-045,100-051
2023-12-24 20:11:34.408,912810TW8,100-045,100-047
2023-12-24 20:11:34.416,912810TW8,100-043,100-047
2023-12-24 20:11:34.420,912810TW8,100-043,100-045
2023-12-24 20:11:34.439,912810TW8,100-041,100-045
2023-12-24 20:11:34.447,912810TW8,100-040,100-044
2023-12-24 20:11:34.461,912810TW8,100-040,100-042
2023-12-24 20:11:34.475,912810TW8,100-037,100-041
2023-12-24 20:11:34.491,912810TW8,100-035,100-041
2023-12-24 20:11:34.492,912810TW8,100-035,100-037
2023-12-24 20:11:34.507,912810TW8,100-033,100-037
2023-12-24 20:11:34.518,912810TW8,100-032,100-036
2023-12-24 20:11:34.532,912810TW8,100-031,100-035
2023-12-24 20:11:34.536,912810TW8,100-030,100-034
2023-12-24 20:11:34.548,912810TW8,100-027,100-033
2023-12-24 20:11:34.551,912810TW8,100-026,100-032
2023-12-24 20:11:34.567,912810TW8,100-025,100-031
2023-12-24 20:11:34.578,912810TW8,100-024,100-030
2023-12-24 20:11:34.581,912810TW8,100-024,100-026
2023-12-24 20:11:34.593,912810TW8,100-023,100-025
2023-12-24 20:11:34.598,912810TW8,100-022,100-024
2023-12-24 20:11:34.616,912810TW8,100-020,100-024
2023-12-24 20:11:34.628,912810TW8,100-017,100-023
2023-12-24 20:11:34.638,912810TW8,100-016,100-022
2023-12-24 20:11:34.646,912810TW8,100-015,100-021
2023-12-24 20:11:34.647,912810TW8,100-014,100-020
2023-12-24 20:11:34.666,912810TW8,100-014,100-016
2023-12-24 20:11:34.668,912810TW8,100-012,100-016
2023-12-24 20:11:34.686,912810TW8,100-012,100-014
2023-12-24 20:11:34.697,912810TW8,100-010,100-014
2023-12-24 20:11:34.712,912810TW8,100-010,100-012
2023-12-24 20:11:34.719,912810TW8,100-006,100-012
2023-12-24 20:11:34.732,912810TW8,100-005,100-011
2023-12-24 20:11:34.736,912810TW8,100-005,100-007
2023-12-24 20:11:34.740,912810TW8,100-004,100-006
2023-12-24 20:11:34.755,912810TW8,100-002,100-006
2023-12-24 20:11:34.761,912810TW8,100-001,100-005
2023-12-24 20:11:34.767,912810TW8,100-001,100-003
2023-12-24 20:11:34.777,912810TW8,99-317,100-003
2023-12-24 20:11:34.786,912810TW8,99-317,100-001
2023-12-24 20:11:34.806,912810TW8,99-315,100-001
2023-12-24 20:11:34.813,912810TW8,99-314,99-320
2023-12-24 20:11:34.818,912810TW8,99-314,99-316
2023-12-24 20:11:34.831,912810TW8,99-313,99-315
2023-12-24 20:11:34.845,912810TW8,99-311,99-315
2023-12-24 20:11:34.847,912810TW8,99-310,99-314
2023-12-24 20:11:34.854,912810TW8,99-310,99-312
2023-12-24 20:11:34.858,912810TW8,99-307,99-311
2023-12-24 20:11:34.874,912810TW8,99-305,99-311
2023-12-24 20:11:34.880,912810TW8,99-304,99-310
2023-12-24 20:11:34.888,912810TW8,99-304,99-306
2023-12-24 20:11:34.895,912810TW8,99-302,99-306
2023-12-24 20:11:34.909,912810TW8,99-301,99-305
2023-12-24 20:11:34.927,912810TW8,99-301,99-303
2023-12-24 20:11:34.946,912810TW8,99-297,99-303
2023-12-24 20:11:34.956,912810TW8,99-296,99-302
2023-12-24 20:11:34.958,912810TW8,99-296,99-300
2023-12-24 20:11:34.964,912810TW8,99-295,99-297
2023-12-24 20:11:34.973,912810TW8,99-294,99-296
2023-12-24 20:11:34.978,912810TW8,99-292,99-296
2023-12-24 20:11:34.987,912810TW8,99-292,99-294
2023-12-24 20:11:34.995,912810TW8,99-290,99-294
2023-12-24 20:11:35.010,912810TW8,99-287,99-293
2023-12-24 20:11:35.017,912810TW8,99-287,99-291
2023-12-24 20:11:35.031,912810TW8,99-285,99-291
2023-12-24 20:11:35.046,912810TW8,99-284,99-290
2023-12-24 20:11:35.065,912810TW8,99-283,99-287
2023-12-24 20:11:35.082,912810TW8,99-282,99-286
2023-12-24 20:11:35.101,912810TW8,99-282,99-284
2023-12-24 20:11:35.121,912810TW8,99-280,99-284
2023-12-24 20:11:35.122,912810TW8,99-280,99-282
2023-12-24 20:11:35.133,912810TW8,99-277,99-281
2023-12-24 20:11:35.150,912810TW8,99-276,99-280
2023-12-24 20:11:35.158,912810TW8,99-275,99-277
2023-12-24 20:11:35.168,912810TW8,99-273,99-277
2023-12-24 20:11:35.186,912810TW8,99-273,99-275
2023-12-24 20:11:35.206,912810TW8,99-272,99-274
2023-12-24 20:11:35.222,912810TW8,99-271,99-273
2023-12-24 20:11:35.237,912810TW8,99-267,99-273
2023-12-24 20:11:35.239,912810TW8,99-266,99-272
2023-12-24 20:11:35.247,912810TW8,99-266,99-270
2023-12-24 20:11:35.264,912810TW8,99-265,99-267
2023-12-24 20:11:35.273,912810TW8,99-264,99-266
2023-12-24 20:11:35.282,912810TW8,99-263,99-265
2023-12-24 20:11:35.291,912810TW8,99-261,99-265
2023-12-24 20:11:35.307,912810TW8,99-260,99-264
2023-12-24 20:11:35.324,912810TW8,99-260,99-262
2023-12-24 20:11:35.333,912810TW8,99-256,99-262
2023-12-24 20:11:35.334,912810TW8,99-255,99-261
2023-12-24 20:11:35.343,912810TW8,99-255,99-257
2023-12-24 20:11:35.356,912810TW8,99-253,99-257
2023-12-24 20:11:35.364,912810TW8,99-252,99-256
2023-12-24 20:11:35.370,912810TW8,99-251,99-255
2023-12-24 20:11:35.388,912810TW8,99-251,99-253
2023-12-24 20:11:35.400,912810TW8,99-247,99-253
2023-12-24 20:11:35.406,912810TW8,99-246,99-252
2023-12-24 20:11:35.412,912810TW8,99-245,99-251
2023-12-24 20:11:35.430,912810TW8,99-244,99-250
2023-12-24 20:11:35.446,912810TW8,99-244,99-246
2023-12-24 20:11:35.463,912810TW8,99-243,99-245
2023-12-24 20:11:35.481,912810TW8,99-242,99-244
2023-12-24 20:11:35.486,912810TW8,99-240,99-244
2023-12-24 20:11:35.498,912810TW8,99-240,99-242
2023-12-24 20:11:35.518,912810TW8,99-237,99-241
2023-12-24 20:11:35.527,912810TW8,99-235,99-241
2023-12-24 20:11:35.530,912810TW8,99-235,99-237
2023-12-24 20:11:35.539,912810TW8,99-233,99-237
2023-12-24 20:11:35.552,912810TW8,99-233,99-235
2023-12-24 20:11:35.566,912810TW8,99-232,99-234
2023-12-24 20:11:35.573,912810TW8,99-231,99-233
2023-12-24 20:11:35.587,912810TW8,99-227,99-233
2023-12-24 20:11:35.605,912810TW8,99-227,99-231
2023-12-24 20:11:35.608,912810TW8,99-226,99-230
2023-12-24 20:11:35.614,912810TW8,99-225,99-227
2023-12-24 20:11:35.623,912810TW8,99-224,99-226
2023-12-24 20:11:35.632,912810TW8,99-222,99-226
2023-12-24 20:11:35.645,912810TW8,99-222,99-224
2023-12-24 20:11:35.661,912810TW8,99-221,99-223
2023-12-24 20:11:35.675,912810TW8,99-217,99-223
2023-12-24 20:11:35.677,912810TW8,99-217,99-221
2023-12-24 20:11:35.691,912810TW8,99-216,99-220
2023-12-24 20:11:35.705,912810TW8,99-214,99-220
2023-12-24 20:11:35.711,912810TW8,99-214,99-216
2023-12-24 20:11:35.712,912810TW8,99-213,99-215
2023-12-24 20:11:35.720,912810TW8,99-211,99-215
2023-12-24 20:11:35.737,912810TW8,99-211,99-213
2023-12-24 20:11:35.742,912810TW8,99-207,99-213
2023-12-24 20:11:35.759,912810TW8,99-207,99-211
2023-12-24 20:11:35.762,912810TW8,99-205,99-211
2023-12-24 20:11:35.769,912810TW8,99-204,99-210
2023-12-24 20:11:35.773,912810TW8,99-203,99-207
2023-12-24 20:11:35.776,912810TW8,99-202,99-206
2023-12-24 20:11:35.785,912810TW8,99-202,99-204
2023-12-24 20:11:35.805,912810TW8,99-201,99-203
2023-12-24 20:11:35.809,912810TW8,99-200,99-202
2023-12-24 20:11:35.819,912810TW8,99-197,99-201
2023-12-24 20:11:35.820,912810TW8,99-195,99-201
2023-12-24 20:11:35.835,912810TW8,99-195,99-197
2023-12-24 20:11:35.846,912810TW8,99-194,99-196
2023-12-24 20:11:35.860,912810TW8,99-192,99-196
2023-12-24 20:11:35.874,912810TW8,99-191,99-195
2023-12-24 20:11:35.889,912810TW8,99-190,99-194
2023-12-24 20:11:35.898,912810TW8,99-190,99-192
2023-12-24 20:11:35.909,912810TW8,99-186,99-192
2023-12-24 20:11:35.913,912810TW8,99-185,99-191
2023-12-24 20:11:35.931,912810TW8,99-185,99-187
2023-12-24 20:11:35.935,912810TW8,99-184,99-186
2023-12-24 20:11:35.943,912810TW8,99-183,99-185
2023-12-24 20:11:35.963,912810TW8,99-181,99-185
